ads_idx,ads_code,adv_idx,sch_idx,ads_type,ads_category,ads_name,ads_limit,ads_payment,ads_save_way,ads_day_cap,ads_sdate,ads_edate,ads_os_type,ads_contract_price,ads_reward_price,ads_order,ads_rejoin_type,regdate
96793,I8Px5zK2kJ,1495,1087794,9,6,2X,,,모든 서브퀘스트 완료,N,2024-09-13 14:00:00,2025-12-31 00:00:00,2,0,400,2357700,NONE,2024-09-13 14:30:40
100098,uiWA8tBSR5,12,495569,3,8,개발실테스트_참여형_아이브코리아,,,참여,N,2024-09-25 18:00:00,2025-08-23 00:00:00,7,100,80,2383700,ADS_CODE_DAILY_UPDATE,2024-09-25 18:48:43
102017,NWPcrczdhk,335,499387,3,7,자동차보험 상담신청,,,상담신청,N,2024-09-30 14:00:00,2029-11-28 00:00:00,7,2500,1870,2494800,NONE,2024-09-30 14:53:03
103599,ytxT3EyH7I,50,502644,3,10,로보주식플랜,,"월 16,500원",서비스 가입,N,2024-10-04 16:00:00,2029-11-29 00:00:00,7,7000,5250,1673457,NONE,2024-10-04 16:38:43
104300,upxZdcnnJy,930,503887,12,11,[수앤리빙] 마호가니 사각도마,,29000,구매,N,2024-10-07 13:00:00,9999-12-31 00:00:00,7,9090,5900,1247757,REJOINABLE,2024-10-07 13:42:16
104301,5gYNhF0hv5,930,503888,12,11,셰퍼 에디번 전기 그릴 JSK-N4005,,98000,구매,N,2024-10-07 13:00:00,9999-12-31 00:00:00,7,44545,28900,1359032,REJOINABLE,2024-10-07 13:42:25
107066,aOur4iCbOP,1550,1087796,9,6,메이지스시크릿,,,모든 서브퀘스트 완료,N,2024-10-18 13:00:00,2025-12-31 00:00:00,2,0,214,2358300,NONE,2024-10-17 18:43:21
111078,S4M79HsQVj,50,516100,3,7,교보생명 놓친보험금 찾기,25세 이상 신규 유저,,내 보험금 확인하기,N,2024-10-29 15:00:00,2029-11-29 00:00:00,7,1000,750,2510800,NONE,2024-10-29 15:16:03
111396,PtxoWsRcZ3,519,1087798,9,6,장사천재 백사장,,,모든 서브퀘스트 완료,N,2024-10-31 11:00:00,2025-12-31 00:00:00,2,0,571,2375600,NONE,2024-10-30 14:15:38
111400,4Zs9w1aBZN,1403,1087797,9,6,드래곤즈 토템,,,모든 서브퀘스트 완료,N,2024-10-30 14:00:00,2025-12-31 00:00:00,2,0,357,2370700,NONE,2024-10-30 14:33:19
111622,omQLngoLcF,50,517330,2,1,우리동네GS,,,최초 오픈,N,2024-10-31 10:35:55,9999-12-31 23:59:59,2,230,180,2751900,NONE,2024-10-31 10:35:55
111691,TLMNaCsmkG,614,1087799,9,6,픽셀몬 키우기 : 방치형RPG,,,모든 서브퀘스트 완료,N,2024-11-01 10:00:00,2025-12-31 00:00:00,2,0,377,2376900,NONE,2024-10-31 16:20:34
111881,Mto7tnyjI2,1585,519465,3,10,체크플러스,,"3,300",월 자동결제,N,2024-11-01 10:00:00,2030-01-01 00:00:00,7,2000,1400,2591700,NONE,2024-11-01 10:33:07
113001,dMXl3jZGBo,1200,1087800,9,6,Dust Adventure,,,모든 서브퀘스트 완료,N,2024-11-06 10:00:00,2025-12-31 00:00:00,2,0,435,2377000,NONE,2024-11-05 11:52:00
117026,uqk0yEMsmV,220,527206,3,8,비상교육 온리원(30세~58세 여성),,,참여,N,2024-11-18 18:00:00,2030-12-27 00:00:00,7,1200,900,2496300,NONE,2024-11-18 18:06:23
119141,Zf3EKnHQqN,930,530940,12,11,휴라이프 에브리원 헤어드라이어JSK-N4050,,59000,구매,N,2024-11-25 16:00:00,9999-12-31 00:00:00,7,23636,15300,1369044,REJOINABLE,2024-11-25 16:13:00
119866,DKfmBArEoW,82,933572,3,5,한게임 포커,,,한게임 포커 최초 가입 후 7포커 15판 플레이 완료 시,N,2024-11-29 11:00:00,2031-01-03 00:00:00,2,3200,2400,2412900,NONE,2024-11-29 11:54:36
119959,FKzx3Jy9px,50,532376,1,2,70억 좀비 - 라스트워,,,받기,N,2024-11-30 01:00:00,2029-11-29 00:00:00,1,170,120,2757800,NONE,2024-11-29 15:40:56
119999,is0LqkjhBB,1602,1218905,3,8,팬더티비 회원가입+본인인증(남성만 참여가능),,,회원가입+본인인증,N,2024-11-29 16:00:00,2025-08-27 00:00:00,2,1200,800,2728800,NONE,2024-11-29 16:09:04
127894,XM4YeoYuOm,1039,601355,3,8,포춘텔러 무료체험,,,서비스 가입,N,2024-12-12 14:00:00,2029-11-29 00:00:00,7,3000,2100,2574000,NONE,2024-12-12 13:45:16
127899,O73V4J45z2,1621,543823,12,11,[일반] 5만 투표권,,16300,구매,N,2024-12-12 14:00:00,2025-12-13 00:00:00,7,14344,500,2720500,REJOINABLE,2024-12-12 14:05:04
127906,ekM3Uxnl46,1621,543836,12,11,[일반] 10만 투표권 + 1만 보너스,,32500,구매,N,2024-12-12 14:00:00,2025-12-13 00:00:00,7,28600,1100,2721600,REJOINABLE,2024-12-12 14:18:00
127907,JVgDv85ZHw,1621,543838,12,11,[일반] 1만 투표권,,3300,구매,N,2024-12-12 14:00:00,2025-12-13 00:00:00,7,2904,100,2720600,REJOINABLE,2024-12-12 14:18:59
127908,pjr3VCcCct,1621,543840,12,11,[일반] 30만 투표권 + 4만 보너스,,97500,구매,N,2024-12-12 14:00:00,2025-12-13 00:00:00,7,85800,3400,2720000,REJOINABLE,2024-12-12 14:20:12
128557,I0a2rBVOMz,614,1087801,9,6,픽셀 영웅전설 : 방치형 파티플RPG,,,모든 서브퀘스트 완료,N,2024-12-13 13:00:00,2025-12-31 00:00:00,2,0,328,2379100,NONE,2024-12-13 12:05:59
130081,bt2mo1PjKN,1621,547647,12,11,[실버] 5만 투표권 + 500 등급 보너스,,16300,구매,N,2024-12-18 18:00:00,2025-12-19 00:00:00,7,14482,505,2701500,REJOINABLE,2024-12-18 18:27:32
130646,yz85Bs6Ju4,1597,596917,3,8,Crypto Miner Tycoon,,,NFT 수집,N,2024-12-20 15:00:00,2031-01-04 00:00:00,2,7200,5300,2443700,NONE,2024-12-20 15:38:21
131204,gFzM8HiBi8,84,1220701,1,2,"the EndAnd, 디자이너 브랜드 중고거래",,,받기,N,2024-12-23 00:00:00,2025-08-29 00:00:00,1,190,120,2759600,NONE,2024-12-23 15:12:08
131233,BB62hcDJ5V,1597,1069054,3,5,Supreme King: Earn Money,,,앱에서 아무 게임이나 45분 동안 플레이하고 바우처를 획득,N,2024-12-23 17:00:00,2031-01-03 00:00:00,2,2040,1500,2442000,NONE,2024-12-23 17:17:14
131360,bua4hUopbI,1462,1087802,9,6,운빨 키우기,,,모든 서브퀘스트 완료,N,2024-12-24 15:00:00,2025-12-31 00:00:00,2,0,257,2380600,NONE,2024-12-24 10:29:08
133706,bVY5w7LS7b,753,1205664,3,8,어센틱금융그룹 내보험조회,,,내 보험 조회,N,2025-01-03 16:00:00,2025-09-04 00:00:00,7,1500,1100,2682700,NONE,2025-01-03 16:36:57
135570,GwMLypPI94,1597,559813,3,2,Survivor Idle Run,,,퀘스트 #150 완료,N,2025-01-08 10:00:00,2031-01-04 00:00:00,2,9000,4800,2445600,NONE,2025-01-08 10:36:57
136445,IQC8rLq0pP,1613,1087804,9,6,APEX GIRLS,,,모든 서브퀘스트 완료,N,2025-01-09 10:00:00,2025-12-31 00:00:00,2,0,429,2428600,NONE,2025-01-09 10:36:04
138935,BpxkFQSGkF,724,1087805,9,6,정력 「正力」,,,모든 서브퀘스트 완료,N,2025-01-14 20:00:00,2025-12-31 00:00:00,2,0,464,2430400,NONE,2025-01-14 19:57:46
139969,5FYFxvJklH,578,1087807,9,6,로스트소드,,,모든 서브퀘스트 완료,N,2025-01-16 17:00:00,2025-12-31 00:00:00,2,0,428,2430900,NONE,2025-01-16 11:39:58
140001,rby4ensuAu,777,1087806,9,6,로얄볼트 : 스크류 퍼즐,,,모든 서브퀘스트 완료,N,2025-01-16 15:00:00,2025-12-31 00:00:00,2,0,429,2430800,NONE,2025-01-16 13:51:27
140016,NaSIlOVUQx,220,640977,3,8,빗썸,,,최초 회원가입 후 계좌등록,N,2025-01-16 14:00:00,2031-01-03 00:00:00,2,5000,3750,2496700,NONE,2025-01-16 14:37:27
140831,xHsrPrOo0s,1597,568252,3,5,RAID: Shadow Legends,,,영웅 6성 업그레이드,N,2025-01-17 10:00:00,2030-12-27 00:00:00,2,18000,13000,2446300,NONE,2025-01-17 10:40:06
140832,TNXPs263rn,1597,1209807,3,5,MONEY CASH - 게임 플레이 및 돈 벌기,,,Money Cash 앱에서 아무 게임이나 45분 동안 플레이하고 바우처 회득,N,2025-01-17 10:00:00,2031-01-04 00:00:00,2,9936,7400,2449900,NONE,2025-01-17 10:44:50
146307,FazIjI3PRI,1495,1087808,9,6,다크엔젤 : 심연의 날개,,,모든 서브퀘스트 완료,N,2025-01-22 18:00:00,2025-12-31 00:00:00,2,0,436,2435100,NONE,2025-01-22 17:17:37
146797,p5LJ3M8UNa,1615,580848,12,11,면세점입점 나틴다 승무원팩트 실키커버 23호,,18710.0,구매,N,2025-01-23 17:00:00,9999-12-31 00:00:00,7,6090,3900,1534924,REJOINABLE,2025-01-23 17:39:26
150733,8ygikxCmsr,1615,588657,12,11,화곡원 여주해죽순돼지감자차 30티백,,10900.0,구매,N,2025-01-31 09:00:00,9999-12-31 00:00:00,7,5636,3600,1314985,REJOINABLE,2025-01-31 09:24:13
150737,6c0MpFqT9d,1615,588663,12,11,나틴다 콜라겐 수분채움 크림 200ml,,18810.0,구매,N,2025-01-31 09:00:00,9999-12-31 00:00:00,7,7827,5000,1525335,REJOINABLE,2025-01-31 09:59:09
150746,Ql7GlOBuQr,1615,588728,12,11,라끄시안 화이트 퍼퓸 핸드크림 100ml,,6260.0,구매,N,2025-01-31 10:00:00,9999-12-31 00:00:00,7,3236,2100,1536308,REJOINABLE,2025-01-31 10:03:43
150752,7EtV8sE6FM,1615,588846,12,11,굿매너 롱앤소프트 화장지 (40m x 30롤),,31000.0,구매,N,2025-01-31 10:00:00,9999-12-31 00:00:00,7,10454,6700,1363369,REJOINABLE,2025-01-31 10:07:11
150754,3GcPGqLb2l,1615,588848,12,11,굿매너 뽑아쓰는 키친타올 3겹(100매×9팩),,17500.0,구매,N,2025-01-31 10:00:00,9999-12-31 00:00:00,7,5909,3800,1363633,REJOINABLE,2025-01-31 10:07:59
150763,zeBL2zppmO,1615,588857,12,11,[여드름성 피부특화] 카밍 리프래쉬 클렌징 폼,,15000.0,구매,N,2025-01-31 10:00:00,9999-12-31 00:00:00,7,6000,3900,1541612,REJOINABLE,2025-01-31 10:12:06
150779,cPFhtwAGJN,1615,588901,12,11,류현진 데이렉스 엑소좀겔 마사지 크림 50g,,12000.0,구매,N,2025-01-31 10:00:00,9999-12-31 00:00:00,7,4454,2800,1544829,REJOINABLE,2025-01-31 10:57:17
152575,k5ZBovvoJC,335,592533,3,5,머지아일랜더스,,,day 8을 완료,N,2025-02-04 15:00:00,2029-11-29 00:00:00,2,3000,2250,2412800,NONE,2025-02-04 15:47:11
155279,akZbjBJiAR,70,1191673,3,8,쿠팡 회원가입하면 0원에 구매 가능,,,최초 회원가입,N,2025-02-13 14:00:00,2031-01-04 00:00:00,2,1440,1080,2530100,NONE,2025-02-13 14:59:10
157236,LSEAAp48mX,1505,601246,3,4,[플레이스 저장] 키워드랩 (12434),,,플레이스 저장 하기,N,2025-02-17 10:23:37,9999-12-31 23:59:59,7,30,20,1366256,NONE,2025-02-17 10:23:37
157242,vRYuc0n012,930,601254,12,11,2+1 블랙앵거스 양념 LA갈비1kg+500g,,29800.0,구매,N,2025-02-17 11:00:00,9999-12-31 00:00:00,7,6181,4000,1623922,REJOINABLE,2025-02-17 11:10:10
157250,Jzn4Bncsku,930,601262,12,11,몬타 5분 점보솥밥 플러스 3-4인용,,109000.0,구매,N,2025-02-17 11:00:00,9999-12-31 00:00:00,7,21818,14100,1247841,REJOINABLE,2025-02-17 11:17:41
157258,452tnuP5hI,930,601270,12,11,휴라이프 슬림업 바디마사지기 화이트,,119000.0,구매,N,2025-02-17 11:00:00,9999-12-31 00:00:00,7,41363,26800,1368589,REJOINABLE,2025-02-17 11:23:36
157260,9OAWfGVY7x,930,601272,12,11,[스위스밀리터리] 이지쿡 1구 인덕션,,79000.0,구매,N,2025-02-17 11:00:00,9999-12-31 00:00:00,7,21818,14100,1247726,REJOINABLE,2025-02-17 11:23:58
158699,ITr9HcWYFw,1615,604030,12,11,노블레스 천연벌꿀 28스틱 (쇼핑백동봉),,76000.0,구매,N,2025-02-20 10:00:00,9999-12-31 00:00:00,7,53454,34700,1316148,REJOINABLE,2025-02-20 10:13:16
163047,4JfzgSgu8P,1355,613832,3,5,Waffle Puffle,,,레스토랑5 도달,N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,1920,1440,2480100,NONE,2025-02-26 16:04:53
163130,IBNaGNEZv4,1355,613855,3,5,슬라임 성 - 아이들 타워 디펜스,,,"Chapter3,wave1도달",N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,1600,1200,2459400,NONE,2025-02-26 16:31:50
163132,X2EJcQA27E,1355,613720,3,5,Brain Test All-Star: IQ Boost(레벨500 도달),,,레벨500 도달,N,2025-02-27 15:00:00,2035-01-01 00:00:00,2,2400,1800,2436500,NONE,2025-02-26 16:32:10
163137,gru3yTNRoM,1355,613862,3,5,My Gym(Level16 도달),,,Level16 도달,N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,1280,960,2450700,NONE,2025-02-26 16:35:10
163140,vu1T8Bci8Z,1355,613865,3,5,마이 크루즈：보트 시뮬레이션 타이쿤,,,Level 30도달,N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,2240,1680,2439100,NONE,2025-02-26 16:35:36
163156,Nseaypb5sb,1355,613880,3,5,스매시 파티(Smash Party),,,노말모드에서 월드8 클리어,N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,8000,6000,2445000,NONE,2025-02-26 16:47:04
163177,tM4nUytA6h,1355,613900,3,5,Gemdoku: 나무 블록 퍼즐,,,레벨 500 클리어,N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,3600,2700,2435600,NONE,2025-02-26 17:02:51
163183,xQhc6rYSPS,1355,613906,3,5,로얄매치(Royal Match),,,19번 장소 도달,N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,13600,10200,2473200,NONE,2025-02-26 17:05:57
163198,e5RUkdisvp,1355,1154266,3,5,Big Card Solitaire(레벨100 도달),,,레벨100 도달,N,2025-02-27 16:00:00,2031-01-03 00:00:00,2,960,720,2445300,NONE,2025-02-26 17:17:43
163207,jF6XfT0T0y,1355,627198,3,5,Crazy Sort,,,레벨100 도달,N,2025-02-27 16:00:00,2031-01-03 00:00:00,2,2400,1800,2455800,NONE,2025-02-26 17:24:34
163208,6SHVLfe6YQ,1355,613930,3,5,군사 거물 프로젝트(헬리콥터 운항 구역 해제),,,헬리콥터 운항 구역 해제,N,2025-02-27 16:00:00,2035-01-01 00:00:00,1,1680,1260,2471000,NONE,2025-02-26 17:25:20
163209,RQc2HyHO4Z,1355,613931,3,5,군사 거물 프로젝트(헬리콥터 운항 구역 해제),,,헬리콥터 운항 구역 해제,N,2025-02-27 16:00:00,2031-01-04 16:50:00,2,1680,1260,2444000,NONE,2025-02-26 17:25:22
163211,SLx7pNjv97,1355,649658,3,5,Block Joy,,,Journey 모드로 레벨 51 도달,N,2025-02-27 16:00:00,2029-11-29 00:00:00,1,800,600,2464500,NONE,2025-02-26 17:25:54
163214,OMqemMlZ6O,1355,613936,3,5,Block Joy,,,Journey 모드로 레벨 51 도달,N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,1040,780,2461700,NONE,2025-02-26 17:26:54
163225,Zfq5GykxYv,1355,1190532,3,5,Pizza Perfect!,,,레스토랑 5도달,N,2025-02-27 16:00:00,9999-12-31 23:59:59,2,1680,1260,2454500,NONE,2025-02-26 17:32:15
163237,yYOMfX3exZ,1355,1146433,3,5,샤크 샤크 진화론(Lv.40 돌묵상어 해제하기),,,Lv.40 돌묵상어 해제하기,N,2025-02-27 16:00:00,2031-01-03 00:00:00,2,2000,1500,2442400,NONE,2025-02-26 17:42:30
163238,cXAiYyHcKs,1355,1146432,3,5,샤크 샤크 진화론(Lv.40 돌묵상어 해제하기),,,Lv.40 돌묵상어 해제하기,N,2025-02-27 16:00:00,2031-01-03 00:00:00,1,2000,1500,2444900,NONE,2025-02-26 17:42:31
163244,dPj4sZ6GbT,1355,613966,3,5,황야의 생존자,,,"난이도1,최고웨이브 300도달",N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,2240,1680,2422400,NONE,2025-02-26 17:46:58
163247,m2KbabP113,1355,613969,3,5,Go Candy!,,,900M에 도달,N,2025-02-27 16:00:00,2035-01-01 00:00:00,2,2400,1800,2439400,NONE,2025-02-26 17:49:27
163254,r78MSmvuQk,1355,1185452,3,5,Save the Pets,,,깊이 850M 도달,N,2025-02-27 16:00:00,2031-01-03 00:00:00,1,1440,1080,2450800,NONE,2025-02-26 17:57:33
163255,sVp71w4j9s,1355,1135508,3,5,디자인 하우스(머지 게임),,,레벨12 도달,N,2025-02-27 16:00:00,2029-11-29 00:00:00,2,3600,2700,2427400,NONE,2025-02-26 17:57:52
168828,CxZ48rIVgS,930,623827,12,11,더 퍼스트 프리미엄 골드 스팀 헤어팩 마스크,,32000,구매,N,2025-03-07 11:00:00,9999-12-31 00:00:00,7,11818,7600,1552933,REJOINABLE,2025-03-07 11:35:47
168829,NoA60Iy0yp,930,623828,12,11,이희 헤리티지 딥 그린 샴푸 480ml,,47000,구매,N,2025-03-07 11:00:00,9999-12-31 00:00:00,7,19090,12400,1552935,REJOINABLE,2025-03-07 11:35:51
168830,hwpc2MnLCU,930,623829,12,11,이희 퀸즈골드 케라틴 키퍼 120ml,,37000,구매,N,2025-03-07 11:00:00,9999-12-31 00:00:00,7,15454,10000,1552792,REJOINABLE,2025-03-07 11:35:54
168831,OiRZvHH6Ll,930,623830,12,11,라에스떼 셀토닝샷 그래핀 필링 패드,,49000,구매,N,2025-03-07 11:00:00,9999-12-31 00:00:00,7,19090,12400,1552096,REJOINABLE,2025-03-07 11:35:59
168902,qjNwV2tv0c,724,1087809,9,6,붉은 신화 : 나타,,,모든 서브퀘스트 완료,N,2025-03-07 15:00:00,2025-12-31 00:00:00,2,0,536,2472600,NONE,2025-03-07 15:15:11
174797,wqJzO8XJFc,1615,635069,12,11,코스모팜 포스트 그린RTG오메가3 (6개월분),,170000,구매,N,2025-03-14 18:00:00,9999-12-31 00:00:00,7,63636,41300,1307502,REJOINABLE,2025-03-14 18:19:21
177927,MWJPb9G42Q,1622,1087811,9,6,같은 돌이니 아이돌 하겠습니다 : 아이돌 키우기,,,모든 서브퀘스트 완료,N,2025-03-21 11:56:00,2025-12-31 00:00:00,2,0,429,2482000,NONE,2025-03-19 16:09:31
178898,S4kLYYlRBC,598,1087810,9,6,스피릿 테일즈,,,모든 서브퀘스트 완료,N,2025-03-20 15:00:00,2025-12-31 00:00:00,2,0,464,2481800,NONE,2025-03-20 15:28:54
179092,8nYbdmScdJ,318,643322,3,4,초이스 맞추기 3.20,,,퀴즈 맞추기,N,2025-03-20 19:06:51,9999-12-31 23:59:59,7,13,9,1368422,NONE,2025-03-20 19:06:51
182421,VscWFvnLqm,874,1087812,9,6,로스트 템플,,,모든 서브퀘스트 완료,N,2025-03-25 14:30:00,2025-12-31 00:00:00,2,0,250,2482300,NONE,2025-03-24 18:05:41
183572,vW29CAyb1Z,1355,1104346,3,5,Train Miner: 놀면서 철도 게임,,,Bamboo Forest 클리어,N,2025-03-25 18:00:00,2031-01-03 00:00:00,2,2000,1500,2477700,NONE,2025-03-25 18:23:56
183575,mlEsh2YyXY,1355,651755,3,5,시험지를 숨겨라!,,,랜덤 모드 100스테이지 클리어,N,2025-03-25 18:00:00,2029-11-29 00:00:00,1,800,640,2457000,NONE,2025-03-25 18:25:04
210162,c55IXnJeaz,82,714975,3,10,로보주식픽(만 20세 이상),만 20세 이상 참여 가능,,서비스 가입 완료,N,2025-03-28 16:00:00,2031-01-03 00:00:00,7,10000,7500,1678902,NONE,2025-03-28 16:38:05
243651,wilYtNg7MU,220,792663,3,10,쿠팡 2만원 이상 구매하기,,,쿠팡 2만원 이상 구매,N,2025-04-01 16:00:00,2030-12-27 00:00:00,2,400,300,2476500,ADS_CODE_DAILY_UPDATE,2025-04-01 16:55:11
243653,udOf9WHnUs,220,792672,3,10,쿠팡 4만원 이상 구매하기,,,쿠팡 4만원 이상 구매,N,2025-04-01 17:00:00,2030-12-28 00:00:00,2,800,600,2476300,ADS_CODE_DAILY_UPDATE,2025-04-01 16:59:00
254782,DM8giVu8SH,1615,818942,12,11,[설수련] 진 한방 농축 스킨케어 5종세트,,133000.0,구매,N,2025-04-02 10:00:00,9999-12-31 00:00:00,7,105909,68800,1529035,REJOINABLE,2025-04-02 10:14:37
254794,1fyh6d2kxb,1615,818959,12,11,퍼니트 하루하나 유기농 레자몽 14포,,12900.0,구매,N,2025-04-02 10:00:00,9999-12-31 00:00:00,7,4363,2800,1626800,REJOINABLE,2025-04-02 10:36:28
254798,Lrybkwe5du,1615,818963,12,11,맛다움 프리미엄 짜장 350g,,8000.0,구매,N,2025-04-02 10:00:00,9999-12-31 00:00:00,7,3181,2000,1557981,REJOINABLE,2025-04-02 10:39:52
254799,ceCjk42s5l,1615,818964,12,11,맛다움 해물짬뽕 450g,,8500.0,구매,N,2025-04-02 10:00:00,9999-12-31 00:00:00,7,2909,1800,1637023,REJOINABLE,2025-04-02 10:39:56
254820,g0fTAJSm4Y,1042,1069179,9,6,드래곤빌리지 컬렉션,,,모든 서브퀘스트 완료,N,2025-04-02 15:40:00,2025-12-31 23:59:00,2,0,464,2487400,NONE,2025-04-02 11:34:30
264263,qpOOSqZIJ7,1355,1188515,3,5,Berry Factory Tycoon(캔디컴바인으로 이동)(Android),,,캔디컴바인으로 이동,N,2025-04-03 11:02:00,2031-01-04 00:00:00,2,4480,3360,2444600,NONE,2025-04-03 11:02:44
264408,0eoe2MRlyY,1597,1092316,3,5,마비노기 모바일,,,레벨 5 달성 완료,N,2025-04-03 16:00:00,2031-01-04 00:00:00,2,2040,1500,2451000,NONE,2025-04-03 16:19:08
264409,qSO3YQfGzX,1597,841544,3,5,Battle Night: Cyberpunk RPG,,,오렌지 영웅 1명 모으기,N,2025-04-03 16:00:00,2031-01-03 00:00:00,2,5400,3800,2447400,NONE,2025-04-03 16:20:42
313780,8EYLjzemoH,1597,959775,3,5,The Farmers,,,레벨 50 완료,N,2025-04-09 10:00:00,2031-01-03 00:00:00,2,6000,4500,2447700,NONE,2025-04-09 10:39:25
313781,pEdrA6aQNh,1597,959774,3,5,The Farmers,,,레벨 50 완료,N,2025-04-09 10:00:00,2030-12-27 00:00:00,1,9000,6500,2448600,NONE,2025-04-09 10:40:18
314077,VeMK53O0wY,1355,1132714,3,5,여행 이야기: 병합된 여정,,,레벨12 도달,N,2025-04-10 09:40:00,2029-11-29 00:00:00,2,3200,2400,1536067,NONE,2025-04-10 09:40:19
314085,GuRKvN3pwU,724,1102398,9,6,여소,,,모든 서브퀘스트 완료,N,2025-05-20 18:00:00,2025-12-31 23:59:00,2,0,464,2548100,NONE,2025-04-10 11:02:43
314153,dxAh8jfYxM,220,960468,3,10,쿠팡 4만원 이상 구매하기,,,참여,N,2025-04-10 15:00:00,2030-12-27 00:00:00,1,800,600,2480300,NONE,2025-04-10 15:38:50
314180,9Ig16ZYf7x,1637,1087813,9,6,천년어게인,,,모든 서브퀘스트 완료,N,2025-04-10 18:00:00,2025-12-31 00:00:00,2,0,464,2490200,NONE,2025-04-10 17:50:53
334540,3klpQP05kc,735,1222226,3,8,꿀밤티비,성인인증,,최초 오픈 후 성인 컨텐츠에서 인증,N,2025-04-14 17:00:00,2025-08-31 00:00:00,2,1500,1000,2729500,NONE,2025-04-14 17:23:44
334542,3RWdqVuBes,735,1222216,3,8,꿀물티비,성인인증,,최초 오픈 후 성인 컨텐츠에서 인증,N,2025-04-14 17:00:00,2025-08-31 00:00:00,2,1500,1000,2729600,NONE,2025-04-14 17:29:09
334543,dPdD08CEBi,735,1222204,3,8,핑크티비,성인인증,,최초 오픈 후 성인 컨텐츠에서 인증,N,2025-04-14 17:00:00,2025-08-31 00:00:00,2,1500,1000,2731900,NONE,2025-04-14 17:31:05
339422,yCD2ikMgc6,1597,1096733,3,5,윈조이 포커,,,플레이 100 회,N,2025-04-15 10:00:00,2031-01-03 00:00:00,2,4800,3600,2453300,NONE,2025-04-15 10:26:11
349591,R2mZWKJvLV,1355,1168233,3,5,라이즈 오브 킹덤즈(시청 16레벨 달성),,,시청 16레벨 달성,N,2025-04-17 16:50:00,2031-01-04 00:00:00,2,13600,10200,2472100,NONE,2025-04-17 16:50:24
350415,9VIbFmxcD8,1595,1056097,9,6,포켓시티빌더,,,모든 서브퀘스트 완료,N,2025-04-18 14:00:00,2025-12-31 23:59:00,2,0,357,2492300,NONE,2025-04-18 11:45:17
351170,5OYV3DotIi,1597,1220952,3,5,Cash Cow,,,15K 코인 획득,N,2025-04-21 10:00:00,2031-01-04 00:00:00,2,9600,7200,2449400,NONE,2025-04-21 10:14:02
351202,hKdPGnAFfv,618,1081175,9,6,신마 천명: 불여우뎐,,,모든 서브퀘스트 완료,N,2025-05-07 18:00:00,2025-12-31 23:59:00,2,0,464,2493700,NONE,2025-04-21 14:01:55
351224,8XvSIJ5sz7,335,1057453,3,10,USIM스마트인증 서비스,,,USIM스마트인증 가입,N,2025-04-21 15:00:00,2029-11-28 00:00:00,7,900,720,2530800,NONE,2025-04-21 15:27:08
355220,wxkYFmuFCL,335,1066659,3,8,뉴스캐시,,,회원가입,N,2025-04-23 18:00:00,2029-11-29 00:00:00,7,500,400,2544100,NONE,2025-04-23 18:02:34
355749,ScNmQpyXs5,293,1067588,2,1,업비트 최초 열기,,,최초 오픈,N,2025-04-25 09:22:47,9999-12-31 23:59:59,2,240,190,2750800,NONE,2025-04-25 09:22:47
355780,SyQ1YsLyAm,335,1212485,3,8,롯데호텔 리워즈,20세~55세,,회원가입,N,2025-04-25 11:00:00,2031-01-04 00:00:00,2,1000,750,2700700,NONE,2025-04-25 11:50:03
355782,BWtwgNjMPO,614,1071156,9,6,둥둥삼국: 수집 방치형 RPG,,,모든 서브퀘스트 완료,N,2025-05-01 10:00:00,2025-12-31 23:59:00,3,0,250,2494400,NONE,2025-04-25 11:52:29
356686,Eee4DpAaFM,50,1069279,3,8,후엠아이,,,회원가입,N,2025-04-28 15:00:00,2029-11-29 00:00:00,1,1000,750,2683600,NONE,2025-04-28 15:38:55
356716,IrzJBbE0QT,1407,1222296,3,3,충청남도 페이스북,,,팔로잉,N,2025-04-28 16:00:00,2025-08-23 00:00:00,7,280,120,2760400,NONE,2025-04-28 16:48:30
356956,1UNE1La9yv,1512,1069761,3,13,쿠팡 출석체크 [재참여가능],,,클릭 후 3초동안 상품구경,N,2025-04-29 00:00:00,2025-09-30 23:59:00,7,5,5,2734500,ADS_CODE_DAILY_UPDATE,2025-04-29 08:07:06
357626,ZtsbKQFLtc,70,1071168,3,7,삼성화재 다이렉트 내 차 보험료 확인,,,내 차 보험료 조회하면,N,2025-04-30 16:00:00,2030-12-31 00:00:00,7,2800,2100,2700600,NONE,2025-04-30 16:11:51
360191,J4KNzc5rRU,1597,1075553,3,5,Merge Islanders: Magic Puzzle,,,15일차 완료,N,2025-05-08 10:00:00,2031-01-03 00:00:00,1,9000,6700,2449800,NONE,2025-05-08 10:45:33
360192,GNV6XpPUoi,1597,1075547,3,5,Merge Islanders: Magic Puzzle,,,15일차 완료,N,2025-05-08 10:00:00,2031-01-03 00:00:00,2,6000,4500,2449700,NONE,2025-05-08 10:47:13
